country,city,aqi,aqi_category,co_aqi,co_aqi_category,ozone_aqi,ozone_aqi_category,no2_aqi,no2_aqi_category,pm25_aqi,pm2.5_aqi_category
China,Quzhou,131,unhealthy for sensitive groups,3,good,131,unhealthy for sensitive groups,1,good,81,moderate
Poland,Radzionkow,112,unhealthy for sensitive groups,2,good,23,good,10,good,112,unhealthy for sensitive groups
India,Raja Sansi,154,unhealthy,3,good,154,unhealthy,1,good,147,unhealthy for sensitive groups
India,Ramanagaram,53,moderate,0,good,22,good,0,good,53,moderate
United States of America,Fort Payne,69,moderate,1,good,43,good,3,good,69,moderate
United States of America,Fostoria,43,good,1,good,37,good,3,good,43,good
United States of America,Fruitville,47,good,1,good,22,good,12,good,47,good
Japan,Funabashi,77,moderate,1,good,77,moderate,2,good,39,good
Colombia,Fusagasuga,106,unhealthy for sensitive groups,3,good,6,good,9,good,106,unhealthy for sensitive groups
Bangladesh,Gafargaon,177,unhealthy,3,good,48,good,3,good,177,unhealthy
United Republic of Tanzania,Gairo,30,good,0,good,13,good,0,good,30,good
Greece,Galatsion,61,moderate,2,good,34,good,10,good,61,moderate
Indonesia,Gambiran,37,good,1,good,24,good,0,good,37,good
Indonesia,Gampengrejo,73,moderate,1,good,38,good,0,good,73,moderate
India,Gandai,156,unhealthy,1,good,44,good,0,good,156,unhealthy
United States of America,Gantt,71,moderate,2,good,28,good,10,good,71,moderate
India,Gariadhar,151,unhealthy,0,good,31,good,0,good,151,unhealthy
Germany,Gartringen,42,good,1,good,24,good,3,good,42,good
Indonesia,Gempol,158,unhealthy,2,good,73,moderate,1,good,158,unhealthy
India,Ghiror,377,hazardous,1,good,47,good,1,good,331,hazardous
Germany,Ginsheim Gustavsburg,29,good,0,good,29,good,2,good,27,good
Germany,Gladbeck,27,good,0,good,27,good,2,good,26,good
Iran (Islamic Republic of),Golpayegan,75,moderate,1,good,42,good,0,good,75,moderate
Italy,Gragnano,60,moderate,1,good,60,moderate,2,good,43,good
United States of America,Greensboro,60,moderate,2,good,22,good,9,good,60,moderate
Italy,Grumo Appula,48,good,1,good,48,good,1,good,40,good
Zimbabwe,Gweru,45,good,0,good,17,good,0,good,45,good
India,Habra,208,very unhealthy,4,good,94,moderate,4,good,208,very unhealthy
Japan,Hanyu,50,good,1,good,50,good,0,good,17,good
India,Harrai,155,unhealthy,1,good,34,good,0,good,155,unhealthy
Romania,Hateg,72,moderate,1,good,28,good,4,good,72,moderate
Pakistan,Hazro,200,unhealthy,3,good,200,unhealthy,2,good,104,unhealthy for sensitive groups
Netherlands,Heemskerk,37,good,0,good,37,good,0,good,30,good
Netherlands,Heerenveen,36,good,0,good,36,good,1,good,33,good
Germany,Hemer,35,good,0,good,24,good,3,good,35,good
India,Hilsa,189,unhealthy,2,good,96,moderate,1,good,189,unhealthy
India,Hojai,64,moderate,2,good,30,good,1,good,64,moderate
Belgium,Horst,33,good,1,good,22,good,4,good,33,good
China,Huzhou,154,unhealthy,5,good,154,unhealthy,8,good,144,unhealthy for sensitive groups
Nigeria,Ihiala,158,unhealthy,9,good,17,good,8,good,158,unhealthy
Nigeria,Ilesha,82,moderate,2,good,23,good,0,good,82,moderate
Portugal,Ilhavo,37,good,1,good,25,good,3,good,37,good
Russian Federation,Inta,25,good,1,good,25,good,0,good,13,good
Russian Federation,Inzhavino,27,good,1,good,27,good,0,good,25,good
Philippines,Ipil,157,unhealthy,1,good,15,good,0,good,157,unhealthy
Jordan,Irbid,85,moderate,1,good,46,good,3,good,85,moderate
Bangladesh,Ishurdi,199,unhealthy,4,good,100,unhealthy for sensitive groups,3,good,199,unhealthy
India,Islampur,85,moderate,2,good,48,good,1,good,85,moderate
Brazil,Itamaraju,16,good,0,good,11,good,1,good,16,good
Brazil,Itapira,82,moderate,2,good,4,good,7,good,82,moderate
Brazil,Itapui,32,good,1,good,11,good,1,good,32,good
Brazil,Itu,156,unhealthy,4,good,3,good,11,good,156,unhealthy
United States of America,Jacksonville,57,moderate,1,good,18,good,10,good,57,moderate
India,Jagraon,175,unhealthy,4,good,114,unhealthy for sensitive groups,9,good,175,unhealthy
Pakistan,Jand,146,unhealthy for sensitive groups,3,good,136,unhealthy for sensitive groups,6,good,146,unhealthy for sensitive groups
United States of America,Janesville,61,moderate,2,good,21,good,8,good,61,moderate
United States of America,Jenison,79,moderate,3,good,7,good,19,good,79,moderate
Pakistan,Jhang,208,very unhealthy,2,good,156,unhealthy,1,good,208,very unhealthy
China,Jiayuguan,174,unhealthy,1,good,49,good,0,good,174,unhealthy
Brazil,Juatuba,152,unhealthy,6,good,0,good,7,good,152,unhealthy
Brazil,Juiz De Fora,78,moderate,2,good,4,good,8,good,78,moderate
India,Kagaznagar,150,unhealthy,1,good,39,good,0,good,150,unhealthy
Japan,Kakegawa,63,moderate,1,good,63,moderate,0,good,34,good
India,Kalamnuri,135,unhealthy for sensitive groups,1,good,30,good,0,good,135,unhealthy for sensitive groups
Bangladesh,Kaliganj,206,very unhealthy,4,good,83,moderate,3,good,206,very unhealthy
Russian Federation,Kamensk Shakhtinskiy,36,good,1,good,28,good,3,good,36,good
Brazil,Dourados,13,good,1,good,13,good,0,good,12,good
Russian Federation,Dubna,29,good,1,good,29,good,1,good,22,good
India,Dumraon,219,very unhealthy,1,good,93,moderate,1,good,219,very unhealthy
Germany,Duren,29,good,0,good,26,good,2,good,29,good
Turkey,Duzici,59,moderate,1,good,38,good,0,good,59,moderate
Russian Federation,Dzerzhinsk,54,moderate,1,good,30,good,3,good,54,moderate
Cameroon,Edea,83,moderate,4,good,15,good,1,good,83,moderate
Germany,Eggenfelden,53,moderate,1,good,29,good,3,good,53,moderate
United States of America,El Sobrante,59,moderate,1,good,24,good,16,good,59,moderate
United States of America,Elmwood Park,93,moderate,3,good,5,good,30,good,93,moderate
India,Eluru,115,unhealthy for sensitive groups,1,good,29,good,2,good,115,unhealthy for sensitive groups
Germany,Engen,46,good,1,good,25,good,2,good,46,good
Sweden,Enkoping,30,good,1,good,30,good,0,good,13,good
Germany,Ennepetal,29,good,0,good,26,good,2,good,29,good
Brazil,Entre Rios,21,good,0,good,15,good,1,good,21,good
Turkey,Ercis,68,moderate,0,good,36,good,0,good,68,moderate
Germany,Espelkamp,30,good,0,good,30,good,1,good,26,good
India,Ettaiyapuram,52,moderate,1,good,31,good,0,good,52,moderate
United States of America,Fairhope,60,moderate,1,good,24,good,4,good,60,moderate
Sweden,Falun,28,good,1,good,28,good,0,good,13,good
China,Fengcheng,101,unhealthy for sensitive groups,3,good,101,unhealthy for sensitive groups,1,good,92,moderate
Russian Federation,Mariinskiy Posad,50,good,1,good,32,good,1,good,50,good
Japan,Maruoka,44,good,1,good,44,good,0,good,28,good
Philippines,Masalukot,45,good,1,good,27,good,1,good,45,good
Italy,Melito Di Napoli,40,good,2,good,35,good,8,good,40,good
Czechia,Melnik,62,moderate,1,good,30,good,4,good,62,moderate
Papua New Guinea,Mendi,11,good,0,good,11,good,0,good,5,good
Malaysia,Mentakab,88,moderate,1,good,41,good,0,good,88,moderate
El Salvador,Metapan,81,moderate,2,good,6,good,8,good,81,moderate
Germany,Mettmann,45,good,1,good,28,good,3,good,45,good
Germany,Metzingen,67,moderate,1,good,27,good,3,good,67,moderate
Madagascar,Miandrivazo,65,moderate,2,good,18,good,0,good,65,moderate
Mexico,Miguel Auza,53,moderate,0,good,23,good,0,good,53,moderate
China,Minggang,126,unhealthy for sensitive groups,2,good,126,unhealthy for sensitive groups,2,good,77,moderate
Portugal,Mirandela,26,good,1,good,26,good,1,good,15,good
Mexico,Misantla,105,unhealthy for sensitive groups,3,good,17,good,8,good,105,unhealthy for sensitive groups
Austria,Mistelbach,68,moderate,1,good,38,good,2,good,68,moderate
Japan,Mobara,65,moderate,1,good,65,moderate,2,good,45,good
Mozambique,Mocambique,24,good,0,good,24,good,0,good,21,good
Germany,Molln,33,good,0,good,33,good,1,good,32,good
Mexico,Monclova,64,moderate,1,good,22,good,1,good,64,moderate
Italy,Monteroni Di Lecce,56,moderate,1,good,56,moderate,1,good,15,good
United States of America,Mooresville,40,good,1,good,40,good,4,good,33,good
Australia,Morayfield,27,good,0,good,27,good,5,good,26,good
Spain,Moron De La Frontera,31,good,1,good,22,good,4,good,31,good
France,Morsang Sur Orge,58,moderate,1,good,19,good,6,good,58,moderate
Sweden,Motala,28,good,0,good,28,good,0,good,17,good
United States of America,Mount Prospect,62,moderate,2,good,24,good,18,good,62,moderate
Russian Federation,Mtsensk,33,good,1,good,33,good,1,good,20,good
Myanmar,Mudon,50,good,0,good,21,good,0,good,50,good
India,Mukerian,124,unhealthy for sensitive groups,2,good,124,unhealthy for sensitive groups,0,good,97,moderate
Japan,Muroran,35,good,1,good,35,good,1,good,27,good
India,Naini Tal,123,unhealthy for sensitive groups,2,good,116,unhealthy for sensitive groups,0,good,123,unhealthy for sensitive groups
Thailand,Nakhon Nayok,59,moderate,1,good,30,good,1,good,59,moderate
India,Nakur,164,unhealthy,3,good,164,unhealthy,1,good,150,unhealthy
United Republic of Tanzania,Nanganga,45,good,1,good,20,good,0,good,45,good
Japan,Kimitsu,57,moderate,1,good,57,moderate,3,good,47,good
India,Kishtwar,59,moderate,0,good,43,good,0,good,59,moderate
Guinea,Kissidougou,25,good,1,good,16,good,0,good,25,good
India,Kodaikanal,52,moderate,0,good,23,good,0,good,52,moderate
Hungary,Komarom,61,moderate,1,good,39,good,1,good,61,moderate
Russian Federation,Konstantinovsk,38,good,1,good,38,good,0,good,14,good
India,Korba,186,unhealthy,1,good,94,moderate,2,good,186,unhealthy
Pakistan,Kot Samaba,210,very unhealthy,1,good,54,moderate,1,good,210,very unhealthy
Thailand,Krabi,65,moderate,1,good,28,good,0,good,65,moderate
Sweden,Kristianstad,38,good,0,good,38,good,0,good,27,good
China,Kuandian,80,moderate,3,good,80,moderate,0,good,60,moderate
Cameroon,Kumbo,79,moderate,4,good,11,good,1,good,79,moderate
Japan,Kunitachi,49,good,1,good,49,good,3,good,43,good
Russian Federation,Kushva,58,moderate,1,good,30,good,0,good,58,moderate
Finland,Kuusankoski,29,good,0,good,29,good,1,good,5,good
France,La Fleche,31,good,1,good,26,good,2,good,31,good
India,Lachhmangarh,500,hazardous,1,good,36,good,0,good,400,hazardous
United States of America,Lake Forest Park,52,moderate,2,good,23,good,12,good,52,moderate
United States of America,Lake Worth,47,good,1,good,14,good,10,good,47,good
Peru,Lambayeque,45,good,0,good,23,good,0,good,45,good
Germany,Lebach,52,moderate,1,good,30,good,3,good,52,moderate
Poland,Ledziny,102,unhealthy for sensitive groups,2,good,29,good,7,good,102,unhealthy for sensitive groups
France,Les Mureaux,59,moderate,1,good,21,good,5,good,59,moderate
United States of America,Lexington Park,39,good,1,good,39,good,1,good,30,good
Poland,Lezajsk,100,unhealthy for sensitive groups,1,good,32,good,2,good,100,unhealthy for sensitive groups
China,Lianyuan,113,unhealthy for sensitive groups,3,good,91,moderate,6,good,113,unhealthy for sensitive groups
Switzerland,Liestal,93,moderate,1,good,26,good,3,good,93,moderate
Chile,Limache,164,unhealthy,7,good,3,good,19,good,164,unhealthy
Paraguay,Limpio,96,moderate,2,good,4,good,4,good,96,moderate
Germany,Lingen,36,good,0,good,34,good,1,good,36,good
Russian Federation,Livny,32,good,1,good,32,good,1,good,18,good
Indonesia,Loa Janan,54,moderate,1,good,15,good,0,good,54,moderate
Italy,Locorotondo,49,good,1,good,49,good,3,good,27,good
Mexico,Loma Bonita,88,moderate,2,good,18,good,5,good,88,moderate
India,Loni,249,very unhealthy,3,good,141,unhealthy for sensitive groups,4,good,249,very unhealthy
Philippines,Los Banos,52,moderate,1,good,24,good,1,good,52,moderate
South Africa,Lydenburg,46,good,1,good,18,good,1,good,46,good
United States of America,Lynn Haven,40,good,1,good,27,good,2,good,40,good
Italy,Maglie,57,moderate,1,good,57,moderate,1,good,13,good
Dominican Republic,Maimon,129,unhealthy for sensitive groups,3,good,15,good,8,good,129,unhealthy for sensitive groups
Venezuela (Bolivarian Republic of),Maiquetia,92,moderate,1,good,16,good,6,good,92,moderate
Sierra Leone,Makeni,40,good,1,good,16,good,0,good,40,good
India,Makrana,202,very unhealthy,1,good,35,good,0,good,202,very unhealthy
Japan,Makubetsu,37,good,1,good,37,good,0,good,35,good
Belgium,Malmedy,50,good,1,good,23,good,4,good,50,good
India,Malur,59,moderate,0,good,22,good,0,good,59,moderate
India,Manavadar,161,unhealthy,0,good,25,good,0,good,161,unhealthy
India,Mandalgarh,164,unhealthy,1,good,40,good,0,good,164,unhealthy
Iraq,Mandali,129,unhealthy for sensitive groups,1,good,52,moderate,1,good,129,unhealthy for sensitive groups
Togo,Mango,40,good,1,good,13,good,1,good,40,good
India,Manoharpur,177,unhealthy,1,good,71,moderate,0,good,177,unhealthy
Indonesia,Manokwari,10,good,0,good,10,good,0,good,10,good
Brazil,Maraba,38,good,1,good,6,good,0,good,38,good
Venezuela (Bolivarian Republic of),Maracay,105,unhealthy for sensitive groups,2,good,9,good,14,good,105,unhealthy for sensitive groups
Spain,Marbella,35,good,1,good,26,good,4,good,35,good
India,Narasannapeta,150,unhealthy,2,good,28,good,4,good,150,unhealthy
India,Narasapur,118,unhealthy for sensitive groups,1,good,22,good,2,good,118,unhealthy for sensitive groups
United Kingdom of Great Britain and Northern Ireland,Neath,45,good,1,good,21,good,4,good,45,good
Germany,Neuruppin,34,good,0,good,33,good,1,good,34,good
Belgium,Nevele,41,good,1,good,30,good,3,good,41,good
France,Nice,54,moderate,1,good,43,good,2,good,54,moderate
Nigeria,Nnewi,154,unhealthy,7,good,16,good,7,good,154,unhealthy
Germany,Norderstedt,33,good,0,good,33,good,1,good,31,good
Sweden,Norrkoping,29,good,0,good,29,good,0,good,18,good
Bulgaria,Nova Zagora,41,good,1,good,41,good,1,good,36,good
Brazil,Novo Hamburgo,91,moderate,2,good,6,good,10,good,91,moderate
Poland,Nowa Deba,99,moderate,1,good,28,good,4,good,99,moderate
Guatemala,Nuevo San Carlos,111,unhealthy for sensitive groups,3,good,13,good,11,good,111,unhealthy for sensitive groups
United Republic of Tanzania,Nyalikungu,24,good,0,good,16,good,0,good,24,good
Switzerland,Nyon,63,moderate,1,good,29,good,1,good,63,moderate
Japan,Obu,45,good,1,good,45,good,1,good,18,good
Russian Federation,Ocher,33,good,1,good,33,good,0,good,28,good
Mexico,Ocoyoacac,160,unhealthy,4,good,8,good,15,good,160,unhealthy
Germany,Odenthal,47,good,1,good,25,good,4,good,47,good
Bosnia and Herzegovina,Odzak,66,moderate,1,good,36,good,1,good,66,moderate
Japan,Oi,45,good,1,good,45,good,4,good,41,good
United States of America,Olean,40,good,1,good,40,good,1,good,33,good
United States of America,Jeannette,44,good,1,good,44,good,3,good,36,good
China,Jinan,210,very unhealthy,7,good,210,very unhealthy,8,good,168,unhealthy
Nicaragua,Jinotega,21,good,1,good,16,good,1,good,21,good
Czechia,Jirkov,56,moderate,1,good,32,good,4,good,56,moderate
Brazil,Joao Alfredo,52,moderate,1,good,12,good,4,good,52,moderate
Cuba,Jobabo,82,moderate,2,good,11,good,8,good,82,moderate
India,Jodiya,161,unhealthy,0,good,28,good,0,good,161,unhealthy
Nepal,Jogbani,68,moderate,2,good,47,good,0,good,68,moderate
Finland,Joutseno,28,good,1,good,28,good,1,good,7,good
United States of America,Junction City,85,moderate,1,good,28,good,4,good,85,moderate
Brazil,Juquia,70,moderate,2,good,8,good,4,good,70,moderate
Mexico,Juventino Rosas,59,moderate,1,good,8,good,6,good,59,moderate
India,Kadayanallur,64,moderate,0,good,24,good,0,good,64,moderate
India,Kalanwali,405,hazardous,1,good,91,moderate,1,good,353,hazardous
France,Ollioules,61,moderate,1,good,26,good,6,good,61,moderate
Germany,Oranienburg,36,good,1,good,26,good,2,good,36,good
United States of America,Oroville,54,moderate,2,good,29,good,9,good,54,moderate
France,Orvault,38,good,1,good,25,good,2,good,38,good
India,Ottappalam,72,moderate,1,good,23,good,1,good,72,moderate
France,Oullins,31,good,1,good,26,good,2,good,31,good
United States of America,Ozark,78,moderate,2,good,9,good,10,good,78,moderate
India,Padampur,500,hazardous,1,good,43,good,0,good,441,hazardous
India,Palakkad,65,moderate,1,good,25,good,0,good,65,moderate
United States of America,Palmetto,43,good,1,good,32,good,9,good,43,good
Colombia,Pradera,50,good,1,good,8,good,3,good,50,good
Bosnia and Herzegovina,Prijedor,59,moderate,1,good,39,good,0,good,59,moderate
United States of America,Provo,12,good,0,good,8,good,12,good,7,good
Ukraine,Pryluky,60,moderate,1,good,35,good,0,good,60,moderate
Russian Federation,Pskov,34,good,1,good,34,good,0,good,15,good
China,Qiqihar,81,moderate,2,good,75,moderate,1,good,81,moderate
Morocco,Rabat,83,moderate,3,good,23,good,15,good,83,moderate
Republic of Moldova,Rabnita,64,moderate,1,good,45,good,0,good,64,moderate
Italy,Racconigi,73,moderate,2,good,14,good,7,good,73,moderate
India,Rajamahendri,140,unhealthy for sensitive groups,1,good,31,good,2,good,140,unhealthy for sensitive groups
Iran (Islamic Republic of),Ramhormoz,137,unhealthy for sensitive groups,1,good,44,good,1,good,137,unhealthy for sensitive groups
France,Ramonville Saint Agne,39,good,1,good,33,good,1,good,39,good
India,Raniganj,192,unhealthy,2,good,100,unhealthy for sensitive groups,1,good,192,unhealthy
Sri Lanka,Ratnapura,66,moderate,1,good,21,good,1,good,66,moderate
Bulgaria,Razgrad,35,good,1,good,35,good,1,good,23,good
Russian Federation,Razumnoye,53,moderate,1,good,31,good,2,good,53,moderate
Brazil,Recife,42,good,0,good,23,good,1,good,42,good
United Kingdom of Great Britain and Northern Ireland,Redditch,48,good,1,good,6,good,9,good,48,good
India,Redhakhol,162,unhealthy,1,good,44,good,0,good,162,unhealthy
Brazil,Ribeirao Preto,100,unhealthy for sensitive groups,3,good,4,good,7,good,100,unhealthy for sensitive groups
Slovakia,Rimavska Sobota,56,moderate,1,good,37,good,0,good,56,moderate
Italy,Rivoli,70,moderate,2,good,11,good,9,good,70,moderate
France,Rixheim,46,good,1,good,23,good,2,good,46,good
Italy,Roncade,52,moderate,1,good,45,good,2,good,52,moderate
Germany,Rosendahl,31,good,0,good,27,good,2,good,31,good
Denmark,Roskilde,36,good,0,good,33,good,0,good,36,good
Netherlands,Rotterdam,35,good,0,good,35,good,1,good,27,good
South Africa,Rustenburg,248,very unhealthy,17,good,1,good,15,good,248,very unhealthy
Russian Federation,Ryazhsk,43,good,1,good,32,good,1,good,43,good
Colombia,Sabaneta,92,moderate,3,good,2,good,8,good,92,moderate
United States of America,Saco,49,good,1,good,49,good,2,good,34,good
Tunisia,Safaqis,62,moderate,1,good,40,good,3,good,62,moderate
India,Saharsa,176,unhealthy,4,good,109,unhealthy for sensitive groups,2,good,176,unhealthy
United States of America,Saint Paul,53,moderate,1,good,39,good,4,good,53,moderate
France,Saint Chamond,35,good,1,good,24,good,2,good,35,good
France,Saint Fons,41,good,1,good,26,good,1,good,41,good
Japan,Sakado,51,moderate,1,good,51,moderate,0,good,19,good
Japan,Sakura,65,moderate,1,good,65,moderate,1,good,30,good
Romania,Salonta,74,moderate,1,good,25,good,3,good,74,moderate
